Disease,Read code,Term,weight
dementia,Eu01.,[X]Arteriosclerotic dementia,1
dementia,Eu010,[X]Vascular dementia of acute onset,1
dementia,Eu011,[X]Predominantly cortical dementia,1
dementia,Eu012,[X]Subcortical vascular dementia,1
dementia,Eu013,[X]Mixed cortical and subcortical vascular dementia,1
dementia,Eu01y,[X]Other vascular dementia,1
dementia,Eu01z,"[X]Vascular dementia, unspecified",1
dementia,Eu02.,[X]Dementia in other diseases classified elsewhere,1
dementia,Eu025,[X]Lewy body dementia,1
dementia,Eu02y,[X]Dementia in other specified diseases classif elsewhere,1
dementia,Eu02z,[X] Senile dementia NOS,1
dementia,X002w,Senile/presenile dementia,1
dementia,X002x,"[X]Presenile dementia,Alzheimer's type",1
dementia,X0030,"[X]Senile dementia,Alzheimer's type",1
dementia,X003R,[X]Vascular dementia of acute onset,1
dementia,X003T,[X]Subcortical vascular dementia,1
dementia,X003V,[X]Mixed cortical and subcortical vascular dementia,1
dementia,X00R2,[X] Senile dementia NOS,1
dementia,X00R2,Senile/presenile dementia,1
dementia,Xa0lH,[X]Predominantly cortical dementia,1
dementia,Xa0lH,Multi infarct dementia,1
dementia,Xa1GB,[X] Senile dementia NOS,1
dementia,Xa3ez,Senile/presenile dementia,1
dementia,XaIKC,"[X]Senile dementia,Alzheimer's type",1
dementia,XaKyY,[X]Lewy body dementia,1
dementia,XE1Xr,[X] Senile dementia NOS,1
dementia,XE1Xr,Senile/presenile dementia,1
dementia,XE1Xs,[X]Arteriosclerotic dementia,1
dementia,XE1Xs,Multi infarct dementia,1
dementia,XE1Z6,[X] Senile dementia NOS,1
diabetes,66A5.,Diabetic on insulin,1
diabetes,66AI.,Diabetic - good control,1
diabetes,66AJ.,Unstable diabetes,1
diabetes,66AJz,Diabetic - poor control NOS,1
diabetes,66AK.,Diabetic - cooperative patient,1
diabetes,66AS.,Diabetic annual review,1
diabetes,66AV.,Diabetic on insulin and oral treatment,1
diabetes,8A13.,Diabetic stabilisation,1
diabetes,8BL2.,Patient on maximal tolerated therapy for diabetes,1
diabetes,8H2J.,Admit diabetic emergency,1
diabetes,C10..,[X]Diabetes mellitus,1
diabetes,C10..,Diabetes mellitus,1
diabetes,C10..,Insulin dependent diabetes mellitus,1
diabetes,C10..,Type 1 diabetes mellitus,1
diabetes,C10..,Type 1 diabetes mellitus maturity onset,1
diabetes,C10..,Type I diabetes mellitus maturity onset,1
diabetes,C100.,Diabetes mellitus with no mention of complication,1
diabetes,C100.,Type 1 diabetes mellitus without complication,1
diabetes,C1000,Insulin dependent diabetes mellitus,1
diabetes,C1001,Maturity onset diabetes,1
diabetes,C100z,Diabetes mellitus NOS with no mention of complication,1
diabetes,C101.,Diabetes mellitus with ketoacidosis,1
diabetes,C1010,"Diabetes mellitus, juvenile type, with ketoacidosis",1
diabetes,C1010,Type I diabetes mellitus with ketoacidosis,1
diabetes,C1011,"Diabetes mellitus, adult onset, with ketoacidosis",1
diabetes,C1011,Type 2 diabetes mellitus with ketoacidosis,1
diabetes,C101y,Other specified diabetes mellitus with ketoacidosis,1
diabetes,C101z,Diabetes mellitus NOS with ketoacidosis,1
diabetes,C102.,Diabetes mellitus with hyperosmolar coma,1
diabetes,C1020,"Diabetes mellitus, juvenile type, with hyperosmolar coma",1
diabetes,C1021,"Diabetes mellitus, adult onset, with hyperosmolar coma",1
diabetes,C102z,Diabetes mellitus NOS with hyperosmolar coma,1
diabetes,C103.,Diabetes mellitus with ketoacidotic coma,1
diabetes,C1030,"Diabetes mellitus, juvenile type, with ketoacidotic coma",1
diabetes,C1030,Type 1 diabetes mellitus with ketoacidotic coma,1
diabetes,C1031,Type 2 diabetes mellitus with ketoacidotic coma,1
diabetes,C103y,Other specified diabetes mellitus with coma,1
diabetes,C103z,Diabetes mellitus NOS with ketoacidotic coma,1
diabetes,C107.,Diabetes mellitus with gangrene,1
diabetes,C1070,"Diabetes mellitus, juvenile  circulatory disorder",1
diabetes,C1071,"Diabetes mellitus, adult,  peripheral circulatory disorder",1
diabetes,C1072,"Diabetes mellitus, adult with gangrene",1
diabetes,C1073,IDDM with peripheral circulatory disorder,1
diabetes,C1073,Insulin dependent diab mell with peripheral angiopathy,1
diabetes,C1073,Type 1 diabetes mellitus with peripheral angiopathy,1
diabetes,C1074,NIDDM with peripheral circulatory disorder,1
diabetes,C107z,Diabetes mellitus NOS with peripheral circulatory disorder,1
diabetes,C108.,Insulin dependent diabetes mellitus,1
diabetes,C1084,Unstable insulin dependent diabetes mellitus,1
diabetes,C1085,Insulin dependent diabetes mellitus with ulcer,1
diabetes,C1085,Type 1 diabetes mellitus with ulcer,1
diabetes,C1086,Insulin dependent diabetes mellitus with gangrene,1
diabetes,C1086,Type 1 diabetes mellitus with gangrene,1
diabetes,C1088,Type 1 diabetes mellitus - poor control,1
diabetes,C1089,Type 1 diabetes mellitus maturity onset,1
diabetes,C1089,Type I diabetes mellitus maturity onset,1
diabetes,C108E,Type 1 diabetes mellitus with hypoglycaemic coma,1
diabetes,C108G,Insulin dependent diab mell with peripheral angiopathy,1
diabetes,C109.,NIDDM - Non-insulin dependent diabetes mellitus,1
diabetes,C1093,Non-insulin-dependent diabetes mellitus with multiple comps,1
diabetes,C1094,Type 2 diabetes mellitus with ulcer,1
diabetes,C1095,Non-insulin dependent diabetes mellitus with gangrene,1
diabetes,C1095,Type 2 diabetes mellitus with gangrene,1
diabetes,C1097,Type 2 diabetes mellitus - poor control,1
diabetes,C1097,Type II diabetes mellitus - poor control,1
diabetes,C1099,Non-insulin-dependent diabetes mellitus without complication,1
diabetes,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,1
diabetes,C109F,Type 2 diabetes mellitus with peripheral angiopathy,1
diabetes,C109G,Type II diabetes mellitus with arthropathy,1
diabetes,C109J,Insulin treated Type II diabetes mellitus,1
diabetes,C109K,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1
diabetes,C10A.,Malnutrition-related diabetes mellitus,1
diabetes,C10A0,Malnutrition-related diabetes mellitus with coma,1
diabetes,C10A1,Malnutrition-related diabetes mellitus with ketoacidosis,1
diabetes,C10B0,Steroid induced diabetes mellitus without complication,1
diabetes,C10D.,Diabetes mellitus autosomal dominant type 2,1
diabetes,C10E.,Type 1 diabetes mellitus,1
diabetes,C10E4,Unstable type 1 diabetes mellitus,1
diabetes,C10E5,Type 1 diabetes mellitus with ulcer,1
diabetes,C10E6,Type 1 diabetes mellitus with gangrene,1
diabetes,C10E8,Type 1 diabetes mellitus - poor control,1
diabetes,C10E9,Type 1 diabetes mellitus maturity onset,1
diabetes,C10EA,Type 1 diabetes mellitus without complication,1
diabetes,C10EE,Type 1 diabetes mellitus with hypoglycaemic coma,1
diabetes,C10EG,Type 1 diabetes mellitus with peripheral angiopathy,1
diabetes,C10EK,Type 1 diabetes mellitus with persistent proteinuria,1
diabetes,C10EL,Type 1 diabetes mellitus with persistent microalbuminuria,1
diabetes,C10EM,Type I diabetes mellitus with ketoacidosis,1
diabetes,C10EN,Type 1 diabetes mellitus with ketoacidotic coma,1
diabetes,C10F.,Type II diabetes mellitus,1
diabetes,C10F4,Type 2 diabetes mellitus with ulcer,1
diabetes,C10F5,Type 2 diabetes mellitus with gangrene,1
diabetes,C10F7,Type 2 diabetes mellitus - poor control,1
diabetes,C10F9,Type 2 diabetes mellitus without complication,1
diabetes,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,1
diabetes,C10FF,Type 2 diabetes mellitus with peripheral angiopathy,1
diabetes,C10FG,Type 2 diabetes mellitus with arthropathy,1
diabetes,C10FJ,Insulin treated Type 2 diabetes mellitus,1
diabetes,C10FL,Type 2 diabetes mellitus with persistent proteinuria,1
diabetes,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,1
diabetes,C10FN,Type 2 diabetes mellitus with ketoacidosis,1
diabetes,C10FP,Type 2 diabetes mellitus with ketoacidotic coma,1
diabetes,C10G.,Secondary pancreatic diabetes mellitus,1
diabetes,C10H.,Diabetes mellitus induced by non-steroid drugs,1
diabetes,C10M.,Lipoatrophic diabetes mellitus,1
diabetes,C10N.,Secondary diabetes mellitus,1
diabetes,C10y.,Diabetes mellitus with other specified manifestation,1
diabetes,C10y1,"Diabetes mellitus, adult,  other specified manifestation",1
diabetes,C10yy,Other specified diabetes mellitus with other spec comps,1
diabetes,C10yz,Diabetes mellitus NOS with other specified manifestation,1
diabetes,C10z.,Diabetes mellitus with unspecified complication,1
diabetes,C10z1,"Diabetes mellitus, adult onset,  unspecified complication",1
diabetes,C10zy,Other specified diabetes mellitus with unspecified comps,1
diabetes,C10zz,Diabetes mellitus NOS with unspecified complication,1
diabetes,Cyu2.,[X]Diabetes mellitus,1
diabetes,Cyu20,[X]Other specified diabetes mellitus,1
diabetes,G73y0,Diabetic peripheral angiopathy,1
diabetes,L1805,"Pre-existing diabetes mellitus, insulin-dependent",1
diabetes,L1806,"Pre-existing diabetes mellitus, non-insulin-dependent",1
diabetes,L180X,"Pre-existing diabetes mellitus, unspecified",1
diabetes,Lyu29,"Pre-existing diabetes mellitus, insulin-dependent",1
diabetes,Lyu29,"Pre-existing diabetes mellitus, unspecified",1
diabetes,M27..,Insulin dependent diabetes mellitus with ulcer,1
diabetes,M27..,Type 1 diabetes mellitus with ulcer,1
diabetes,X40J4,Insulin dependent diabetes mellitus,1
diabetes,X40J4,Type 1 diabetes mellitus,1
diabetes,X40J5,Maturity onset diabetes,1
diabetes,X40J5,NIDDM - Non-insulin dependent diabetes mellitus,1
diabetes,X40J5,Type II diabetes mellitus,1
diabetes,X40J6,Insulin treated Type 2 diabetes mellitus,1
diabetes,X40J6,Insulin treated Type II diabetes mellitus,1
diabetes,X40J7,Malnutrition-related diabetes mellitus,1
diabetes,X40JA,Secondary diabetes mellitus,1
diabetes,X40JB,Secondary pancreatic diabetes mellitus,1
diabetes,X40JJ,Diabetes mellitus autosomal dominant type 2,1
diabetes,X40Jq,Type 1 diabetes mellitus with hypoglycaemic coma,1
diabetes,Xa4g7,Unstable insulin dependent diabetes mellitus,1
diabetes,Xa4g7,Unstable type 1 diabetes mellitus,1
diabetes,XaEgI,Diabetic on insulin and oral treatment,1
diabetes,XaELP,Type 1 diabetes mellitus without complication,1
diabetes,XaELQ,Non-insulin-dependent diabetes mellitus without complication,1
diabetes,XaELQ,Type 2 diabetes mellitus without complication,1
diabetes,XaFmK,Insulin dependent diab mell with peripheral angiopathy,1
diabetes,XaFmK,Type 1 diabetes mellitus with peripheral angiopathy,1
diabetes,XaFn7,Type 2 diabetes mellitus with peripheral angiopathy,1
diabetes,XaFn8,Type 2 diabetes mellitus with arthropathy,1
diabetes,XaFn8,Type II diabetes mellitus with arthropathy,1
diabetes,XaFWG,Type 1 diabetes mellitus with hypoglycaemic coma,1
diabetes,XaFWI,Type 2 diabetes mellitus with hypoglycaemic coma,1
diabetes,Xagk3,Insulin dependent diabetes mellitus with ulcer,1
diabetes,Xagk3,Type 1 diabetes mellitus with ulcer,1
diabetes,XaIrf,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1
diabetes,XaIzM,Type 1 diabetes mellitus with persistent proteinuria,1
diabetes,XaIzN,Type 1 diabetes mellitus with persistent microalbuminuria,1
diabetes,XaIzQ,Type 2 diabetes mellitus with persistent proteinuria,1
diabetes,XaIzR,Type 2 diabetes mellitus with persistent microalbuminuria,1
diabetes,XaJ5j,Patient on maximal tolerated therapy for diabetes,1
diabetes,XaJUI,Diabetes mellitus induced by non-steroid drugs,1
diabetes,XE10E,Insulin dependent diabetes mellitus,1
diabetes,XE10F,Maturity onset diabetes,1
diabetes,XE10I,Diabetes mellitus with gangrene,1
diabetes,XE1T3,Type 1 diabetes mellitus - poor control,1
diabetes,XE1T3,Unstable diabetes,1
diabetes,XM1Qx,Diabetes mellitus with gangrene,1
diabetes,XM1Qx,Insulin dependent diabetes mellitus with gangrene,1
diabetes,XM1Qx,Type 1 diabetes mellitus with gangrene,1
diabetes,XM1Xk,Unstable diabetes,1
diabetes,XM1Xk,Unstable insulin dependent diabetes mellitus,1
diabetes,XM1Xk,Unstable type 1 diabetes mellitus,1
diabetes,XSETe,Lipoatrophic diabetes mellitus,1
diabetes with complications,2BBk.,O/E - right eye stable treated prolif diabetic retinopathy,2
diabetes with complications,2BBL.,O/E - diabetic maculopathy present both eyes,2
diabetes with complications,2BBP.,O/E - right eye background diabetic retinopathy,2
diabetes with complications,2BBQ.,O/E - left eye background diabetic retinopathy,2
diabetes with complications,2BBR.,O/E - right eye preproliferative diabetic retinopathy,2
diabetes with complications,2BBS.,O/E - left eye preproliferative diabetic retinopathy,2
diabetes with complications,2BBV.,O/E - left eye proliferative diabetic retinopathy,2
diabetes with complications,C104.,Diabetic nephropathy,2
diabetes with complications,C1040,"Diabetes mellitus, juvenile type, with renal manifestation",2
diabetes with complications,C104y,Other specified diabetes mellitus with renal complications,2
diabetes with complications,C104z,Diabetes mellitis with nephropathy NOS,2
diabetes with complications,C104z,Insulin dependent diabetes mellitus with nephropathy,2
diabetes with complications,C104z,Type 1 diabetes mellitus with nephropathy,2
diabetes with complications,C105.,Diabetes mellitus with ophthalmic manifestation,2
diabetes with complications,C105.,Insulin-dependent diabetes mellitus with ophthalmic comps,2
diabetes with complications,C105.,Type 1 diabetes mellitus with ophthalmic complications,2
diabetes with complications,C1050,"Diabetes mellitus, juvenile type,  ophthalmic manifestation",2
diabetes with complications,C1051,"Diabetes mellitus, adult onset,  ophthalmic manifestation",2
diabetes with complications,C105y,Other specified diabetes mellitus with ophthalmic complicatn,2
diabetes with complications,C105z,Diabetes mellitus NOS with ophthalmic manifestation,2
diabetes with complications,C106.,Diabetes mellitus with polyneuropathy,2
diabetes with complications,C1061,"Diabetes mellitus, adult onset,  neurological manifestation",2
diabetes with complications,C106y,Other specified diabetes mellitus with neurological comps,2
diabetes with complications,C106z,Diabetes mellitus NOS with neurological manifestation,2
diabetes with complications,C1080,Insulin-dependent diabetes mellitus with renal complications,2
diabetes with complications,C1080,Type 1 diabetes mellitus with renal complications,2
diabetes with complications,C1081,Insulin-dependent diabetes mellitus with ophthalmic comps,2
diabetes with complications,C1081,Type 1 diabetes mellitus with ophthalmic complications,2
diabetes with complications,C1082,Insulin-dependent diabetes mellitus with neurological comps,2
diabetes with complications,C1082,Type 1 diabetes mellitus with neurological complications,2
diabetes with complications,C1087,Type 1 diabetes mellitus with retinopathy,2
diabetes with complications,C108B,Insulin dependent diabetes mellitus with mononeuropathy,2
diabetes with complications,C108C,Type I diabetes mellitus with polyneuropathy,2
diabetes with complications,C108D,Insulin dependent diabetes mellitus with nephropathy,2
diabetes with complications,C108F,Type I diabetes mellitus with diabetic cataract,2
diabetes with complications,C108H,Insulin dependent diabetes mellitus with arthropathy,2
diabetes with complications,C108J,Type 1 diabetes mellitus with neuropathic arthropathy,2
diabetes with complications,C1090,Type II diabetes mellitus with renal complications,2
diabetes with complications,C1091,Type 2 diabetes mellitus with ophthalmic complications,2
diabetes with complications,C1091,Type II diabetes mellitus with ophthalmic complications,2
diabetes with complications,C1092,Type 2 diabetes mellitus with neurological complications,2
diabetes with complications,C1096,Type 2 diabetes mellitus with retinopathy,2
diabetes with complications,C1096,Type II diabetes mellitus with retinopathy,2
diabetes with complications,C109A,Type II diabetes mellitus with mononeuropathy,2
diabetes with complications,C109B,Non-insulin dependent diabetes mellitus with polyneuropathy,2
diabetes with complications,C109C,Non-insulin dependent diabetes mellitus with nephropathy,2
diabetes with complications,C109E,Type II diabetes mellitus with diabetic cataract,2
diabetes with complications,C109H,Non-insulin dependent d m with neuropathic arthropathy,2
diabetes with complications,C10E0,Type 1 diabetes mellitus with renal complications,2
diabetes with complications,C10E1,Type 1 diabetes mellitus with ophthalmic complications,2
diabetes with complications,C10E2,Type 1 diabetes mellitus with neurological complications,2
diabetes with complications,C10EB,Type 1 diabetes mellitus with mononeuropathy,2
diabetes with complications,C10EC,Type 1 diabetes mellitus with polyneuropathy,2
diabetes with complications,C10ED,Type 1 diabetes mellitus with nephropathy,2
diabetes with complications,C10EF,Type 1 diabetes mellitus with diabetic cataract,2
diabetes with complications,C10EQ,Type 1 diabetes mellitus with gastroparesis,2
diabetes with complications,C10F0,Type II diabetes mellitus with renal complications,2
diabetes with complications,C10F1,Type 2 diabetes mellitus with ophthalmic complications,2
diabetes with complications,C10F2,Type 2 diabetes mellitus with neurological complications,2
diabetes with complications,C10F6,Type II diabetes mellitus with retinopathy,2
diabetes with complications,C10FA,Type 2 diabetes mellitus with mononeuropathy,2
diabetes with complications,C10FB,Type 2 diabetes mellitus with polyneuropathy,2
diabetes with complications,C10FC,Type 2 diabetes mellitus with nephropathy,2
diabetes with complications,C10FE,Type 2 diabetes mellitus with diabetic cataract,2
diabetes with complications,C10FH,Type 2 diabetes mellitus with neuropathic arthropathy,2
diabetes with complications,C10FR,Type 2 diabetes mellitus with gastroparesis,2
diabetes with complications,F372.,Diabetic neuropathy,2
diabetes with complications,F374z,Polyneuropathy in disease NOS,2
diabetes with complications,F3813,Myasthenic syndrome due to diabetic amyotrophy,2
diabetes with complications,F3y0.,Diabetic mononeuropathy,2
diabetes with complications,F420.,Diabetic retinopathy,2
diabetes with complications,F420.,Type 1 diabetes mellitus with retinopathy,2
diabetes with complications,F4201,Proliferative diabetic retinopathy,2
diabetes with complications,F4202,Preproliferative diabetic retinopathy,2
diabetes with complications,F4203,Advanced diabetic maculopathy,2
diabetes with complications,F4204,Diabetic maculopathy,2
diabetes with complications,F4206,Non proliferative diabetic retinopathy,2
diabetes with complications,F4207,High risk proliferative diabetic retinopathy,2
diabetes with complications,F4208,High risk non proliferative diabetic retinopathy,2
diabetes with complications,F420z,Diabetic retinopathy NOS,2
diabetes with complications,F4640,Diabetic cataract,2
diabetes with complications,F4640,Type 1 diabetes mellitus with diabetic cataract,2
diabetes with complications,F4640,Type I diabetes mellitus with diabetic cataract,2
diabetes with complications,K01x1,Kimmelstiel - Wilson disease,2
diabetes with complications,N030.,Insulin dependent diabetes mellitus with arthropathy,2
diabetes with complications,N0301,Type 1 diabetes mellitus with neuropathic arthropathy,2
diabetes with complications,X00Ag,Diabetes mellitus with polyneuropathy,2
diabetes with complications,X00Ag,Diabetic neuropathy,2
diabetes with complications,X00Al,Diabetic mononeuropathy,2
diabetes with complications,X00Al,Insulin dependent diabetes mellitus with mononeuropathy,2
diabetes with complications,X00Al,Type 1 diabetes mellitus with mononeuropathy,2
diabetes with complications,X00dG,Diabetic maculopathy,2
diabetes with complications,X30Kk,Diabetic nephropathy,2
diabetes with complications,Xa0lK,Diabetes mellitus with polyneuropathy,2
diabetes with complications,Xa0lK,Myasthenic syndrome due to diabetic amyotrophy,2
diabetes with complications,XaE5X,High risk proliferative diabetic retinopathy,2
diabetes with complications,XaEnn,Insulin dependent diabetes mellitus with mononeuropathy,2
diabetes with complications,XaEnn,Type 1 diabetes mellitus with mononeuropathy,2
diabetes with complications,XaEno,Type 1 diabetes mellitus with polyneuropathy,2
diabetes with complications,XaEno,Type I diabetes mellitus with polyneuropathy,2
diabetes with complications,XaEnp,Type 2 diabetes mellitus with mononeuropathy,2
diabetes with complications,XaEnp,Type II diabetes mellitus with mononeuropathy,2
diabetes with complications,XaEnq,Non-insulin dependent diabetes mellitus with polyneuropathy,2
diabetes with complications,XaEnq,Type 2 diabetes mellitus with polyneuropathy,2
diabetes with complications,XaF04,Insulin dependent diabetes mellitus with nephropathy,2
diabetes with complications,XaF04,Type 1 diabetes mellitus with nephropathy,2
diabetes with complications,XaF05,Non-insulin dependent diabetes mellitus with nephropathy,2
diabetes with complications,XaF05,Type 2 diabetes mellitus with nephropathy,2
diabetes with complications,XaFm8,Type 1 diabetes mellitus with diabetic cataract,2
diabetes with complications,XaFm8,Type I diabetes mellitus with diabetic cataract,2
diabetes with complications,XaFmA,Type 2 diabetes mellitus with diabetic cataract,2
diabetes with complications,XaFmA,Type II diabetes mellitus with diabetic cataract,2
diabetes with complications,XaFmL,Insulin dependent diabetes mellitus with arthropathy,2
diabetes with complications,XaFmM,Type 1 diabetes mellitus with neuropathic arthropathy,2
diabetes with complications,XaFn9,Non-insulin dependent d m with neuropathic arthropathy,2
diabetes with complications,XaFn9,Type 2 diabetes mellitus with neuropathic arthropathy,2
diabetes with complications,XaIP5,Non proliferative diabetic retinopathy,2
diabetes with complications,XaIPk,O/E - diabetic maculopathy present both eyes,2
diabetes with complications,XaIW8,High risk non proliferative diabetic retinopathy,2
diabetes with complications,XaJOg,O/E - right eye background diabetic retinopathy,2
diabetes with complications,XaJOh,O/E - left eye background diabetic retinopathy,2
diabetes with complications,XaJOi,O/E - right eye preproliferative diabetic retinopathy,2
diabetes with complications,XaJOj,O/E - left eye preproliferative diabetic retinopathy,2
diabetes with complications,XaJOl,O/E - left eye proliferative diabetic retinopathy,2
diabetes with complications,XaKDG,O/E - right eye stable treated prolif diabetic retinopathy,2
diabetes with complications,XaKyW,Type 1 diabetes mellitus with gastroparesis,2
diabetes with complications,XaKyX,Type 2 diabetes mellitus with gastroparesis,2
diabetes with complications,XaPmX,Diabetes mellitus with polyneuropathy,2
diabetes with complications,XaPmX,Myasthenic syndrome due to diabetic amyotrophy,2
diabetes with complications,XE10G,Diabetic nephropathy,2
diabetes with complications,XE10G,Insulin-dependent diabetes mellitus with renal complications,2
diabetes with complications,XE10G,Type 1 diabetes mellitus with renal complications,2
diabetes with complications,XE10H,Diabetes mellitus with polyneuropathy,2
diabetes with complications,XE10H,Insulin-dependent diabetes mellitus with neurological comps,2
diabetes with complications,XE10H,Type 1 diabetes mellitus with neurological complications,2
diabetes with complications,XE15k,Diabetes mellitus with polyneuropathy,2
diabetes with complications,XE15k,Diabetic neuropathy,2
diabetes with complications,XE15k,Type 1 diabetes mellitus with polyneuropathy,2
diabetes with complications,XE15k,Type I diabetes mellitus with polyneuropathy,2
diabetes with complications,XE15n,Myasthenic syndrome due to diabetic amyotrophy,2
hemiplegia,F141.,Hereditary spastic paraplegia,2
hemiplegia,F22..,Hemiplegia,2
hemiplegia,F220.,Flaccid hemiplegia,2
hemiplegia,F221.,Spastic hemiplegia,2
hemiplegia,F222.,Left hemiplegia,2
hemiplegia,F223.,Right hemiplegia,2
hemiplegia,F22z.,Hemiplegia NOS,2
hemiplegia,F230.,Paraplegia - congenital,2
hemiplegia,F2300,Congenital paraplegia,2
hemiplegia,F241.,Paraplegia,2
hemiplegia,F2410,Flaccid paraplegia,2
hemiplegia,F2411,Spastic paraplegia,2
hemiplegia,X00Ep,Paraplegia - congenital,2
hemiplegia,X76n9,Hemiplegia,2
hemiplegia,Xa0fr,Right hemiplegia,2
hemiplegia,Xa0fs,Left hemiplegia,2
hemiplegia,Xa0ft,Right hemiplegia,2
hemiplegia,Xa0fu,Left hemiplegia,2
hemiplegia,XaB3o,Spastic hemiplegia,2
hemiplegia,XE15T,Hemiplegia,2
hemiplegia,XE15U,Spastic hemiplegia,2
hemiplegia,XM1Px,Paraplegia - congenital,2
metastatic tumour,B153.,Secondary malignant neoplasm of liver,6
metastatic tumour,B56..,Lymph node metastases,6
metastatic tumour,B560.,Secondary and unspec malig neop lymph nodes head/face/neck,6
metastatic tumour,B5600,Secondary and unspec malig neop of superficial parotid LN,6
metastatic tumour,B5601,Secondary and unspec malignant neoplasm mastoid lymph nodes,6
metastatic tumour,B5602,Secondary and unspec malig neop superficial cervical LN,6
metastatic tumour,B5603,Secondary and unspec malignant neoplasm occipital lymph node,6
metastatic tumour,B5604,Secondary and unspec malig neop deep parotid lymph nodes,6
metastatic tumour,B5605,Secondary and unspec malig neop submandibular lymph nodes,6
metastatic tumour,B5606,Secondary and unspec malig neop of facial lymph nodes,6
metastatic tumour,B5607,Secondary and unspec malig neop submental lymph nodes,6
metastatic tumour,B5608,Secondary and unspec malig neop anterior cervical LN,6
metastatic tumour,B5609,Secondary and unspec malig neop deep cervical LN,6
metastatic tumour,B560z,Secondary unspec malig neop lymph nodes head/face/neck NOS,6
metastatic tumour,B561.,Secondary and unspec malig neop intrathoracic lymph nodes,6
metastatic tumour,B5610,Secondary and unspec malig neop internal mammary lymph nodes,6
metastatic tumour,B5611,Secondary and unspec malig neop intercostal lymph nodes,6
metastatic tumour,B5612,Secondary and unspec malig neop diaphragmatic lymph nodes,6
metastatic tumour,B5613,Secondary and unspec malig neop ant mediastinal lymph nodes,6
metastatic tumour,B5614,Secondary and unspec malig neop post mediastinal lymph nodes,6
metastatic tumour,B5615,Secondary and unspec malig neop paratracheal lymph nodes,6
metastatic tumour,B5616,Secondary and unspec malig neop superfic tracheobronchial LN,6
metastatic tumour,B5617,Secondary and unspec malig neop inferior tracheobronchial LN,6
metastatic tumour,B5618,Secondary and unspec malig neop bronchopulmonary lymph nodes,6
metastatic tumour,B5619,Secondary and unspec malig neop pulmonary lymph nodes,6
metastatic tumour,B561z,Secondary and unspec malig neop intrathoracic LN NOS,6
metastatic tumour,B562.,Secondary and unspec malig neop intra-abdominal lymph nodes,6
metastatic tumour,B5620,Secondary and unspec malig neop coeliac lymph nodes,6
metastatic tumour,B5621,Secondary and unspec malig neop superficial mesenteric LN,6
metastatic tumour,B5622,Secondary and unspec malig neop inferior mesenteric LN,6
metastatic tumour,B5623,Secondary and unspec malig neop common iliac lymph nodes,6
metastatic tumour,B5624,Secondary and unspec malig neop external iliac lymph nodes,6
metastatic tumour,B562z,Secondary and unspec malig neop intra-abdominal LN NOS,6
metastatic tumour,B563.,Secondary and unspec malig neop axilla and upper limb LN,6
metastatic tumour,B5630,Secondary and unspec malig neop axillary lymph nodes,6
metastatic tumour,B5631,Secondary and unspec malig neop supratrochlear lymph nodes,6
metastatic tumour,B5632,Secondary and unspec malig neop infraclavicular lymph nodes,6
metastatic tumour,B5633,Secondary and unspec malig neop pectoral lymph nodes,6
metastatic tumour,B563z,Secondary and unspec malig neop axilla and upper limb LN NOS,6
metastatic tumour,B564.,Secondary and unspec malig neop inguinal and lower limb LN,6
metastatic tumour,B5640,Secondary and unspec malig neop superficial inguinal LN,6
metastatic tumour,B5641,Secondary and unspec malig neop deep inguinal lymph nodes,6
metastatic tumour,B5642,Secondary and unspec malig neop popliteal lymph nodes,6
metastatic tumour,B564z,Secondary and unspec malig neop of inguinal and leg LN NOS,6
metastatic tumour,B565.,Secondary and unspec malig neop intrapelvic lymph nodes,6
metastatic tumour,B5650,Secondary and unspec malig neop internal iliac lymph nodes,6
metastatic tumour,B5651,Secondary and unspec malig neop inferior epigastric LN,6
metastatic tumour,B5652,Secondary and unspec malig neop circumflex iliac LN,6
metastatic tumour,B5653,Secondary and unspec malig neop sacral lymph nodes,6
metastatic tumour,B5654,Secondary and unspec malig neop obturator lymph nodes,6
metastatic tumour,B565z,Secondary and unspec malig neop intrapelvic LN NOS,6
metastatic tumour,B56y.,Secondary and unspec malig neop lymph nodes multiple sites,6
metastatic tumour,B56z.,Secondary and unspec malig neop lymph nodes NOS,6
metastatic tumour,B57..,Secondary carcinoma of respiratory and/or digestive systems,6
metastatic tumour,B570.,Secondary malignant neoplasm of lung,6
metastatic tumour,B571.,Secondary malignant neoplasm of mediastinum,6
metastatic tumour,B572.,Secondary malignant neoplasm of pleura,6
metastatic tumour,B573.,Secondary malignant neoplasm of other respiratory organs,6
metastatic tumour,B574.,Secondary malignant neoplasm of small intestine and duodenum,6
metastatic tumour,B5740,Secondary malignant neoplasm of duodenum,6
metastatic tumour,B5741,Secondary malignant neoplasm of jejunum,6
metastatic tumour,B5742,Secondary malignant neoplasm of ileum,6
metastatic tumour,B574z,Secondary malig neop of small intestine or duodenum NOS,6
metastatic tumour,B575.,Secondary malignant neoplasm of large intestine and rectum,6
metastatic tumour,B5750,Secondary malignant neoplasm of colon,6
metastatic tumour,B5751,Secondary malignant neoplasm of rectum,6
