gprdmedcode,Read/OXMIS term,Read/OXMIS code,Charlson disease category,Charlson score weight
224199,Malignant neoplasm of other specified part of nervous system,B52y.00,Cancer,2
224181,Malignant neoplasm of cervical stump,B41y000,Cancer,2
247098,STERNUM MALIGNANT TUMOUR,1703A,Cancer,2
233248,Malignant neoplasm of glossoepiglottic fold,B064100,Cancer,2
269933,"Malignant neoplasm of upper lobe, bronchus or lung",B222.00,Cancer,2
247105,MALIGNANT NEOPLASM BUTTOCK,1736AB,Cancer,2
269984,Hodgkin's paragranuloma of spleen,B610700,Cancer,2
201870,MALIGNANT NEOPLASM EXTRAHEPATIC BILE DUC,1561A,Cancer,2
242387,Plasmacytoma NOS,B630200,Cancer,2
251540,Malignant neoplasm of nervous system NOS,B52z.00,Cancer,2
274697,LEUKAEMIA MONOCYTIC,2069,Cancer,2
260654,"Malignant neoplasm of lower lip, external",B001000,Cancer,2
265568,LEUKAEMIA NEUTROPHILIC,2059NT,Cancer,2
303112,EPITHELIOMA BASAL CELL,1739B,Cancer,2
224132,Primary carcinoma of liver,B150000,Cancer,2
219900,NEOPLASM MALIGNANT TRACHEA,1620A,Cancer,2
283756,MALIGNANT NEOPLASM SUBMENTAL,1959AC,Cancer,2
260679,"Malignant neoplasm of upper lobe, bronchus or lung NOS",B222z00,Cancer,2
233311,Malignant neoplasm of uncus,B512100,Cancer,2
206191,Lymphosarcoma of intrathoracic lymph nodes,B601200,Cancer,2
242369,Burkitt's lymphoma of intrapelvic lymph nodes,B602600,Cancer,2
251460,Neoplasms,B....00,Cancer,2
251461,"Malignant neoplasm of upper lip, external",B000000,Cancer,2
251778,[X]Malignant melanoma of other???? parts of face,Byu4000,Cancer,2
288143,"Malignant neoplasm of peripheral nerves of head, face & neck",B524000,Cancer,2
269972,"Malignant neoplasm of head, neck and face",B550.00,Cancer,2
297374,Malignant neoplasm of other site of female breast,B34y.00,Cancer,2
251498,Malignant neoplasm of fifth metatarsal bone,B308C00,Cancer,2
251467,Malignant neoplasm of anterior portion of floor of mouth,B040.00,Cancer,2
306048,CARCINOMA BOWEL,1539C,Cancer,2
215111,Malignant neoplasm of rib,B303000,Cancer,2
251471,Malignant neoplasm of junctional region of epiglottis,B065.00,Cancer,2
288127,Malignant neoplasm of corpus uteri NOS,B430z00,Cancer,2
269904,"Malignant neoplasm of lower lip, inner aspect",B003.00,Cancer,2
251477,Malignant neoplasm of splenic flexure of colon,B137.00,Cancer,2
219227,[V]Personal history of malignant neoplasm of skin,ZV10y14,Cancer,2
288173,Letterer-Siwe disease of spleen,B625700,Cancer,2
274686,MALIGNANT NEOPLASM AURICLE,1959AF,Cancer,2
215109,Malignant neoplasm of parietal bone,B300600,Cancer,2
265547,MALIGNANT NEOPLASM OVARY,1830A,Cancer,2
288102,Malignant neoplasm of heart,B241.00,Cancer,2
215202,"Malignant lymphoma NOS of lymph nodes of head, face and neck",B62y100,Cancer,2
251565,Hodgkin's disease NOS of lymph nodes of axilla and arm,B61z400,Cancer,2
297391,Malignant neoplasm of cerebral cortex,B510100,Cancer,2
260725,Malignant neoplasm of choroid,B506.00,Cancer,2
251782,[X]Other monocytic leukaemia,ByuD700,Cancer,2
279042,Malignant neoplasm of adrenal gland NOS,B540z00,Cancer,2
251777,"[X]Malignant neoplasm/upper resp tract, part unspecified",Byu2200,Cancer,2
215148,Malignant neoplasm of endocervical canal,B410000,Cancer,2
233361,Chronic myelomonocytic leukaemia,B691.00,Cancer,2
251509,Malignant melanoma of shoulder,B326000,Cancer,2
215156,Malignant neoplasm of other site of urinary bladder,B49y.00,Cancer,2
224238,Lambda light chain myeloma,B630300,Cancer,2
224225,Hodgkin's sarcoma of unspecified site,B612000,Cancer,2
292890,MALIGNANT NEOPLASM CANAL OF NUCK,1841AN,Cancer,2
206128,Malig neoplasm of connective and soft tissues of thor spine,B313300,Cancer,2
297355,Malignant neoplasm of navicular,B308700,Cancer,2
242373,"Hodgkin's disease, lymphocytic depletion",B616.00,Cancer,2
251524,Cervical carcinoma (uterus),B41..11,Cancer,2
251525,"Malignant neoplasm of corpus uteri, excluding isthmus",B430.00,Cancer,2
251528,"Malignant neoplasm of penis, part unspecified",B483.00,Cancer,2
303152,MESOTHELIOMA,1991MT,Cancer,2
224140,Malignant neoplasm of cartilage of nose,B200000,Cancer,2
224155,Malignant neoplasm of long bones of leg NOS,B307z00,Cancer,2
269922,Malignant neoplasm of specified site of pancreas NOS,B17yz00,Cancer,2
247094,GASTROINTESTINAL MALIGNANCY,159,Cancer,2
215128,Malignant melanoma of chin,B323100,Cancer,2
288077,Malignant neoplasm of other and unspecified parts of mouth,B05..00,Cancer,2
292895,NEPHROBLASTOMA,1890BL,Cancer,2
251535,Malignant neoplasm of parietal lobe,B513.00,Cancer,2
256335,MALIGNANCY RECURRENT,1991MR,Cancer,2
303089,CARCINOMA MOUTH FLOOR,144 C,Cancer,2
215409,Neoplasms otherwise specified,By...00,Cancer,2
303136,CARCINOMA THYROID,193 C,Cancer,2
269964,Malignant neoplasm of lacrimal duct,B507.00,Cancer,2
303122,CARCINOMA OVARY,1830C,Cancer,2
251564,"Hodgkin's disease, lymphocytic depletion NOS",B616z00,Cancer,2
269943,Malignant neoplasm of connective and soft tissue of hand,B311300,Cancer,2
242315,Malignant neoplasm of hand bones NOS,B305z00,Cancer,2
224474,[X]Malignant neoplasm/overlap lesion/bone??? cartilage,Byu3200,Cancer,2
206088,Malignant neoplasm of base of tongue,B010.00,Cancer,2
251559,Burkitt's lymphoma of intrathoracic lymph nodes,B602200,Cancer,2
233255,"Malig neop other/ill-defined sites lip, oral cavity, pharynx",B0z..00,Cancer,2
278983,Carcinoma of caecum,B134.11,Cancer,2
278967,Malignant neoplasm of upper gum,B030.00,Cancer,2
251566,Mycosis fungoides of lymph nodes of inguinal region and leg,B621500,Cancer,2
233251,Malignant neoplasm of posterior wall of nasopharynx,B071.00,Cancer,2
303087,TONGUE TUMOUR MALIGNANT,1419A,Cancer,2
251570,Letterer-Siwe disease of intrathoracic lymph nodes,B625200,Cancer,2
251571,Letterer-Siwe disease of intra-abdominal lymph nodes,B625300,Cancer,2
292894,MALIGNANT NEOPLASM BLADDER,188 A,Cancer,2
270001,Letterer-Siwe disease,B625.00,Cancer,2
215090,Malignant neoplasm of fundus of stomach,B113.00,Cancer,2
233310,Malignant neoplasm of orbit,B501.00,Cancer,2
215099,Malignant neoplasm of arytenoid cartilage,B213000,Cancer,2
288176,Lymphoepithelioid lymphoma,B62x100,Cancer,2
228992,MALIGNANT NEOPLASM CONNECTIVE TISSUE,1719A,Cancer,2
269945,Malignant melanoma of ear and external auricular canal,B322.00,Cancer,2
251776,"[X]Malignant neoplasm of lip, oral cavity and pharynx",Byu0.00,Cancer,2
251504,Malig neop of connective and soft tissue trunk unspecified,B316.00,Cancer,2
233249,"Malignant neoplasm of oropharynx, other specified sites",B06y.00,Cancer,2
242309,"Malig neop of bone, connective tissue, skin and breast",B3...00,Cancer,2
251533,Malignant neoplasm of hypothalamus,B510400,Cancer,2
251783,[X]Other leukaemia of unspecified cell type,ByuD900,Cancer,2
256336,CYLINDROMA,1991NC,Cancer,2
233260,Malignant neoplasm of rectum,B141.00,Cancer,2
288179,Immunoproliferative neoplasm or myeloma NOS,B63z.00,Cancer,2
215168,Malignant neoplasm of aortic body or paraganglia NOS,B545z00,Cancer,2
233252,Malignant neoplasm of floor of nasopharynx,B073000,Cancer,2
215117,"Malignant neoplasm of pelvis, sacrum or coccyx NOS",B306z00,Cancer,2
242297,Malignant neoplasm of mesentery,B18y700,Cancer,2
206135,Malignant melanoma of upper limb or shoulder NOS,B326z00,Cancer,2
233362,Myelosclerosis with myeloid metaplasia,B6y1.00,Cancer,2
215193,Hodgkin's granuloma of intrapelvic lymph nodes,B611600,Cancer,2
224182,Malignant neoplasm of squamocolumnar junction of cervix,B41y100,Cancer,2
229001,EMBRYONAL CARCINOMA TESTIS,186 EM,Cancer,2
270007,Malignant lymphoma otherwise specified,B62x.00,Cancer,2
228991,MALIGNANT NEOPLASM SKULL,1700A,Cancer,2
269960,Malignant neoplasm of genitourinary organ NOS,B4z..00,Cancer,2
260703,Malignant neoplasm of skin of temple,B333500,Cancer,2
283087,[V]Personal history of malignant neoplasm of cervix uteri,ZV10411,Cancer,2
233242,"Malignant neoplasm of lip, oral aspect",B004300,Cancer,2
283750,MALIGNANT NEOPLASM CANTHUS,1731AC,Cancer,2
274689,LIPOSARCOMA,1992L,Cancer,2
260745,Reticulosarcoma of unspecified site,B600000,Cancer,2
251579,Chronic granulocytic leukaemia,B651.11,Cancer,2
206106,Primary malignant neoplasm of liver NOS,B150z00,Cancer,2
247089,SALIVARY GLAND MALIGNANT NEOPLASM,1429B,Cancer,2
219908,NEOPLASM MALIGNANT URINARY TRACT,1899T,Cancer,2
260701,Malignant melanoma of hand,B326300,Cancer,2
255676,[V]Personal history of other haematopoietic neoplasm,ZV10713,Cancer,2
297383,Malignant neoplasm of ureteric orifice,B496.00,Cancer,2
256310,LINGUAL/TONGUE CANCER,1419AA,Cancer,2
224173,Malignant neoplasm of skin of lower limb and hip,B337.00,Cancer,2
206152,Malignant neoplasm of body of uterus,B43..00,Cancer,2
233348,Mast cell malignancy of intrathoracic lymph nodes,B626200,Cancer,2
297329,"Malignant neoplasm of lip, oral cavity and pharynx NOS",B0zz.00,Cancer,2
215143,Malignant neoplasm of lower-outer quadrant of female breast,B345.00,Cancer,2
288432,"[X]Malignant neoplasm/central nervous system, unspecified",ByuA100,Cancer,2
237939,MALIGNANT NEOPLASM EPIGLOTTIS,1618A,Cancer,2
256323,CARCINOMA SEMINAL VESICLES,1878C,Cancer,2
215108,Malig neop other/ill-defined sites resp/intrathoracic organs,B2z..00,Cancer,2
303162,MYELOPROLIFERATING DISORDER,2059MP,Cancer,2
256333,MALIGNANT NEOPLASM ARM,1959CA,Cancer,2
297371,Malignant neoplasm of skin of heel,B337600,Cancer,2
260697,Malig neop of connective and soft tissue of thorax NOS,B313z00,Cancer,2
265543,EWING'S TUMOUR,1709C,Cancer,2
215150,Malignant neoplasm of uterine adnexa NOS,B44z.00,Cancer,2
229000,EPITHELIOMA CHORION TESTIS,186 CH,Cancer,2
247111,OLIGODENDROBLASTOMA,1929D,Cancer,2
288430,[X]Kaposi's sarcoma of multiple organs,Byu5200,Cancer,2
215208,Prolymphocytic leukaemia,B64y100,Cancer,2
247091,MALIGNANT NEOPLASM THROAT,149 A,Cancer,2
242619,[X]Unspecified B-cell non-Hodgkin's lymphoma,ByuDE00,Cancer,2
269998,Sezary's disease,B622.00,Cancer,2
206111,Malignant neoplasm of perinephric tissue,B180100,Cancer,2
206151,Malignant neoplasm of endocervix,B410.00,Cancer,2
251508,Malignant melanoma of back,B325700,Cancer,2
247096,MALIGNANT NEOPLASM MEDIASTINUM,1631A,Cancer,2
233264,Malignant neoplasm other gallbladder/extrahepatic bile duct,B16y.00,Cancer,2
274675,SARCOMA OSTEOGENIC,1709D,Cancer,2
229002,TERATOMA TESTIS,186 T,Cancer,2
229010,MALIGNANT NEOPLASM FINGER,1959CF,Cancer,2
303095,CARCINOMA CAECUM,1530CC,Cancer,2
279064,Hodgkin's mixed cellularity of lymph nodes inguinal and leg,B615500,Cancer,2
233277,Malignant neoplasm of epicardium,B241100,Cancer,2
260656,"Malignant neoplasm of lip, inner aspect NOS",B004z00,Cancer,2
260657,Malignant neoplasm of other major salivary glands,B02y.00,Cancer,2
247090,CARCINOMA SALIVARY GLAND,1429C,Cancer,2
288096,"Malig neop auditory tube, middle ear, mastoid air cells NOS",B201z00,Cancer,2
206195,Hodgkin's lymphocytic depletion of intrathoracic lymph nodes,B616200,Cancer,2
206141,"Malignant neoplasm of skin of chest, excluding breast",B335100,Cancer,2
251463,Malignant neoplasm of commissure of lip,B005.00,Cancer,2
297393,Malignant neoplasm of midbrain,B517200,Cancer,2
260666,Malignant neoplasm of Waldeyer's ring,B0z1.00,Cancer,2
224218,"Reticulosarcoma of lymph nodes of head, face and neck",B600100,Cancer,2
288134,Malignant neoplasm of lateral wall of urinary bladder,B492.00,Cancer,2
206108,Malignant neoplasm of extrahepatic bile ducts NOS,B161z00,Cancer,2
297384,Malignant neoplasm of other and unspecified sites,B5...00,Cancer,2
283761,MALIGNANT NEOPLASM WRIST,1959CD,Cancer,2
288168,"Hodgkin's disease NOS, unspecified site",B61z000,Cancer,2
260677,Malig neop of respiratory tract and intrathoracic organs,B2...00,Cancer,2
274693,LYMPHADENOMA,2029LD,Cancer,2
242376,Sezary's disease NOS,B622z00,Cancer,2
233295,Malignant neoplasm of skin of umbilicus,B335400,Cancer,2
215157,Malignant neoplasm of renal calyces,B4A1000,Cancer,2
242609,[X]Malignant neoplasm/ill-defined sites within resp system,Byu2400,Cancer,2
242333,Malignant neoplasm of exocervix,B411.00,Cancer,2
270253,"[X]Malignant neoplasm of eye, brain and other parts of cent",ByuA.00,Cancer,2
288437,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas,ByuDD00,Cancer,2
297361,Malignant neoplasm of connective and soft tissue of buttock,B315000,Cancer,2
260719,Malignant neoplasm of bladder neck,B495.00,Cancer,2
224176,Malignant neoplasm of areola of female breast,B340100,Cancer,2
210803,MALIGNANT NEOPLASM VOCAL CORDS,1610A,Cancer,2
288146,Malignant neoplasm of pituitary gland,B542000,Cancer,2
224171,"Malignant neoplasm of skin of cheek, external",B333000,Cancer,2
206089,Malignant neoplasm of fixed part of tongue NOS,B010z00,Cancer,2
219927,ERYTHRAEMIA CHRONIC,208 CE,Cancer,2
224166,Malignant melanoma of neck,B324100,Cancer,2
288181,Acute promyelocytic leukaemia,B65y100,Cancer,2
224163,Malig neop of connective and soft tissue of abdomen NOS,B314z00,Cancer,2
260722,Malignant neoplasm of eyeball NOS,B500z00,Cancer,2
224161,Malignant neoplasm of connective and soft tissue of foot,B312400,Cancer,2
224160,Malignant neoplasm of connective and soft tissue of shoulder,B311000,Cancer,2
260706,Malignant neoplasm of nipple and areola of female breast,B340.00,Cancer,2
233243,"Malignant neoplasm of lip, vermilion border NOS",B00zz00,Cancer,2
233276,Malignant neoplasm of endocardium,B241000,Cancer,2
278995,Malignant neoplasm of pericardium,B241300,Cancer,2
246471,[V]Personal history of malignant neoplasm of testis,ZV10416,Cancer,2
306055,MALIGNANT NEOPLASM PROSTATE,185 A,Cancer,2
206207,Myelomatosis,B630.12,Cancer,2
247107,TESTIS ADENOCARCINOMA INFANCY,186 BL,Cancer,2
215144,Malignant neoplasm of nipple and areola of male breast,B350.00,Cancer,2
206212,Acute myelomonocytic leukaemia,B690.00,Cancer,2
233267,Mesothelioma of peritoneum,B181.00,Cancer,2
288137,"Malignant neoplasm, overlapping lesion of eye and adnexa",B508.00,Cancer,2
303131,CARCINOMA URETER,1892C,Cancer,2
292896,SARCOMA KIDNEY,1890R,Cancer,2
297380,Malignant neoplasm of scrotum,B486.00,Cancer,2
206205,Malignant lymphoma NOS of intrapelvic lymph nodes,B62y600,Cancer,2
215170,Malignant neoplasm of upper limb NOS,B554.00,Cancer,2
251481,Primary malignant neoplasm of liver,B150.00,Cancer,2
215166,"Malignant neoplasm/peripheral nerves of trunk,unspecified",B524X00,Cancer,2
297377,Malignant neoplasm of parametrium,B443.00,Cancer,2
206147,Malignant neoplasm of upper-inner quadrant of female breast,B342.00,Cancer,2
215100,Malignant neoplasm of cricoid cartilage,B213100,Cancer,2
206196,Nodular lymphoma of lymph nodes of multiple sites,B620800,Cancer,2
242330,Malignant neoplasm of skin of popliteal fossa area,B337300,Cancer,2
265571,LEUKAEMIC ERYTHRODERMIA,2079ED,Cancer,2
206171,Malignant neoplasm of intrathoracic site NOS,B551200,Cancer,2
233286,Malignant neoplasm of connective and soft tissue of thumb,B311500,Cancer,2
251562,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",B613300,Cancer,2
206433,[X]Malignant neopl/overlapping les/resp???? organs,Byu2300,Cancer,2
242620,[X]Malignant neoplasms/independent (primary) multiple sites,ByuE.00,Cancer,2
279020,Malignant neoplasm of endocervical gland,B410100,Cancer,2
270251,[X]Malignant neoplasm of breast,Byu6.00,Cancer,2
279087,Acute monocytic leukaemia,B660.00,Cancer,2
242320,Malig neop connective soft tissue upper limb/shoulder NOS,B311z00,Cancer,2
206201,Leukaemic reticuloend of intra-abdominal lymph nodes,B624300,Cancer,2
260691,Malignant neoplasm of carpal bones,B305.11,Cancer,2
224232,Nodular lymphoma of unspecified site,B620000,Cancer,2
215199,"Mycosis fungoides of the lymph nodes of head, face and neck",B621100,Cancer,2
215200,Mycosis fungoides of lymph nodes of axilla and upper limb,B621400,Cancer,2
224118,"Malignant neoplasm of lip, unspecified, lipstick area",B00z100,Cancer,2
219921,SYNDROME DREYFUS',2050DR,Cancer,2
274677,MALIGNANT MELANOMA SKIN,1729B,Cancer,2
206199,Sezary's disease of spleen,B622700,Cancer,2
288101,Malignant neoplasm of parietal pleura,B230.00,Cancer,2
215087,Oesophageal cancer,B10z.11,Cancer,2
215204,Lymphoid and histiocytic malignancy NOS,B62zz00,Cancer,2
215103,Malignant neoplasm of lower lobe of lung,B224100,Cancer,2
301591,[V]Personal history of malig neop of gastrointestinal tract,ZV10000,Cancer,2
292873,SARCOMA OESOPHAGUS,150 B,Cancer,2
260724,Malignant neoplasm of cornea,B504.00,Cancer,2
215413,[X]Malignant neoplasm of mesothelial and soft tissue,Byu5.00,Cancer,2
251580,Chloroma,B653000,Cancer,2
288121,Malignant neoplasm of scalp,B334000,Cancer,2
215211,Monocytic leukaemia,B66..00,Cancer,2
256341,LEUKAEMIA EOSINOPHILIC,2059E,Cancer,2
297438,Sezary's disease of lymph nodes of inguinal region and leg,B622500,Cancer,2
283758,MALIGNANT NEOPLASM NECK,1959AG,Cancer,2
224147,Malignant neoplasm of other sites of bronchus or lung,B22y.00,Cancer,2
256316,RHABDOMYOSARCOMA,1719RH,Cancer,2
256320,MALIGNANT NEOPLASM UTERUS CERVIX,180 A,Cancer,2
206168,Phaeochromocytoma,B540.11,Cancer,2
242335,Malignant neoplasm of ovary,B440.00,Cancer,2
292877,MALIGNANT NEOPLASM LARGE BOWEL NONRECTAL,1538AN,Cancer,2
274021,[V]Personal history of reticulosarcoma,ZV10714,Cancer,2
215118,Malignant neoplasm of fibula,B307100,Cancer,2
269987,Hodgkin's sarcoma,B612.00,Cancer,2
206192,"Hodgkin's, lymphocytic-histiocytic predominance NOS",B613z00,Cancer,2
306062,MALIGNANCY,1991M,Cancer,2
265569,LEUKAEMIA ACUTE,2070,Cancer,2
224203,Malignant neoplasm of other specified sites,B55y.00,Cancer,2
215149,Choriocarcinoma,B420.00,Cancer,2
224169,Malignant neoplasm of lower eyelid,B331200,Cancer,2
292885,MALIGNANT NEOPLASM UMBILICUS,1736AM,Cancer,2
215203,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes,B62z600,Cancer,2
274656,MALIGNANT NEOPLASM CARDIA,1510A,Cancer,2
260686,Malignant neoplasm of vomer,B300C00,Cancer,2
242342,Malignant neoplasm of renal pelvis,B4A1.00,Cancer,2
215420,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",ByuDC00,Cancer,2
242378,Letterer-Siwe disease of intrapelvic lymph nodes,B625600,Cancer,2
269961,Carcinoma of other and unspecified sites,B5...11,Cancer,2
233257,Malignant neoplasm of cardia of stomach,B110.00,Cancer,2
206172,Malignant neoplasm of pelvis NOS,B553z00,Cancer,2
215101,Malignant neoplasm of hilus of lung,B221100,Cancer,2
206170,"Malignant neoplasm of head, neck and face NOS",B550z00,Cancer,2
297394,Malignant neoplasm of brain stem NOS,B517z00,Cancer,2
288124,Malignant neoplasm of skin NOS,B33z.00,Cancer,2
292892,CARCINOMA TESTIS,186 C,Cancer,2
247121,LEUKAEMIA MYELOMONOCYTIC ACUTE,2050MM,Cancer,2
260983,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic? tissue",ByuDA00,Cancer,2
215187,Malignant neoplasm of lymphatic and haemopoietic tissue,B6...00,Cancer,2
279090,Megakaryocytic leukaemia,B672.00,Cancer,2
215212,Other specified leukaemia,B67..00,Cancer,2
242293,Malignant neoplasm of cloacogenic zone,B142000,Cancer,2
206164,Malignant neoplasm of cerebral dura mater,B521000,Cancer,2
233578,"[X]Malignant neoplasm of mediastinum, part unspecified",Byu2500,Cancer,2
